x,y,u,v,p
0.369140625,0.0,0.0,0.0,-0.0030400130945980553
0.373046875,0.0,0.0,0.0,-0.0032997056067588324
0.376953125,0.0,0.0,0.0,-0.003573738020353303
0.380859375,0.0,0.0,0.0,-0.0038612305977982577
0.384765625,0.0,0.0,0.0,-0.004160894770225296
0.388671875,0.0,0.0,0.0,-0.004471205247695852
0.392578125,0.0,0.0,0.0,-0.004790239020737327
0.396484375,0.0,0.0,0.0,-0.005115694507808498
0.400390625,0.0,0.0,0.0,-0.005444945567716335
0.404296875,0.0,0.0,0.0,-0.005774986626344085
0.408203125,0.0,0.0,0.0,-0.0061025487788018435
0.412109375,0.0,0.0,0.0,-0.006424054845750126
0.416015625,0.0,0.0,0.0,-0.006735724776625705
0.419921875,0.0,0.0,0.0,-0.007033577807219662
0.423828125,0.0,0.0,0.0,-0.007313504112903226
0.427734375,0.0,0.0,0.0,-0.007571317146057347
0.431640625,0.0,0.0,0.0,-0.007802821945084486
0.435546875,0.0,0.0,0.0,-0.00800386271313364
0.439453125,0.0,0.0,0.0,-0.008170370793010754
0.443359375,0.0,0.0,0.0,-0.00829841155593958
0.447265625,0.0,0.0,0.0,-0.008384302040450589
0.451171875,0.0,0.0,0.0,-0.00842472157450077
0.455078125,0.0,0.0,0.0,-0.008415533341013824
0.458984375,0.0,0.0,0.0,-0.00835466279953917
0.462890625,0.0,0.0,0.0,-0.008239550424347156
0.466796875,0.0,0.0,0.0,-0.008067990768049156
0.470703125,0.0,0.0,0.0,-0.007838349871351766
0.474609375,0.0,0.0,0.0,-0.0075494901984127
0.478515625,0.0,0.0,0.0,-0.007200812883384535
0.482421875,0.0,0.0,0.0,-0.006792357933947772
0.486328125,0.0,0.0,0.0,-0.006324827688172043
0.490234375,0.0,0.0,0.0,-0.0057993877227342575
0.494140625,0.0,0.0,0.0,-0.005218225535714283
0.498046875,0.0,0.0,0.0,-0.004583731618663595
0.501953125,0.0,0.0,0.0,-0.003899757884024577
0.505859375,0.0,0.0,0.0,-0.0031715889509728546
0.509765625,0.0,0.0,0.0,-0.002404699890553003
0.513671875,0.0,0.0,0.0,-0.0016049168682795707
0.517578125,0.0,0.0,0.0,-0.000780017147465437
0.521484375,0.0,0.0,0.0,6.14099028417901e-05
0.525390625,0.0,0.0,0.0,0.0009097811564260029
0.529296875,0.0,0.0,0.0,0.001754540587557603
0.533203125,0.0,0.0,0.0,0.0025842214324116753
0.537109375,0.0,0.0,0.0,0.0033865948886328805
0.541015625,0.0,0.0,0.0,0.004148768614311309
0.544921875,0.0,0.0,0.0,0.00485740505376344
0.548828125,0.0,0.0,0.0,0.005498992031490016
0.552734375,0.0,0.0,0.0,0.0060601334626216126
0.556640625,0.0,0.0,0.0,0.006527878349334353
0.560546875,0.0,0.0,0.0,0.006890124372119816
0.564453125,0.0,0.0,0.0,0.007136077248463902
0.568359375,0.0,0.0,0.0,0.007257343200844854
0.572265625,0.0,0.0,0.0,0.007243642316308245
0.576171875,0.0,0.0,0.0,0.007092048924731182
0.580078125,0.0,0.0,0.0,0.006800809817588326
0.583984375,0.0,0.0,0.0,0.006373435751408085
0.587890625,0.0,0.0,0.0,0.00580890468317973
0.591796875,0.0,0.0,0.0,0.005113857534562213
0.595703125,0.0,0.0,0.0,0.0043006885311059895
0.599609375,0.0,0.0,0.0,0.0033778161667946654
0.603515625,0.0,0.0,0.0,0.002357905949820799
0.607421875,0.0,0.0,0.0,0.001257175065284179
0.611328125,0.0,0.0,0.0,9.471708141320954e-05
0.615234375,0.0,0.0,0.0,-0.0011136212591525978
0.619140625,0.0,0.0,0.0,-0.0023517799398361373
0.623046875,0.0,0.0,0.0,-0.0036042004685099835
0.626953125,0.0,0.0,0.0,-0.004856130272657451
0.630859375,0.0,0.0,0.0,-0.006092885808371747
0.634765625,0.0,0.0,0.0,-0.007301728134920624
0.638671875,0.0,0.0,0.0,-0.008472620288018432
0.642578125,0.0,0.0,0.0,-0.00959642457373272
0.646484375,0.0,0.0,0.0,-0.0106673666154634
0.650390625,0.0,0.0,0.0,-0.011681331477214531
0.654296875,0.0,0.0,0.0,-0.012633088248847926
0.658203125,0.0,0.0,0.0,-0.013518468260368663
0.662109375,0.0,0.0,0.0,-0.014335874935995911
0.666015625,0.0,0.0,0.0,-0.015084172817460311
0.669921875,0.0,0.0,0.0,-0.01576181165514593
0.673828125,0.0,0.0,0.0,-0.016368045276497697
0.677734375,0.0,0.0,0.0,-0.01690138411418331
0.681640625,0.0,0.0,0.0,-0.017360363485663076
0.685546875,0.0,0.0,0.0,-0.01774398319892473
0.689453125,0.0,0.0,0.0,-0.018051924059139787
0.693359375,0.0,0.0,0.0,-0.01828449375320021
0.697265625,0.0,0.0,0.0,-0.018443153923451097
0.701171875,0.0,0.0,0.0,-0.018531355241935485
0.705078125,0.0,0.0,0.0,-0.018554700729646698
0.708984375,0.0,0.0,0.0,-0.018519851939324115
0.712890625,0.0,0.0,0.0,-0.0184381467421915
0.716796875,0.0,0.0,0.0,-0.018320837384792628
0.720703125,0.0,0.0,0.0,-0.018179814324116743
0.724609375,0.0,0.0,0.0,-0.0180266549859191
0.728515625,0.0,0.0,0.0,-0.017871695097286228
0.732421875,0.0,0.0,0.0,-0.017722736194316434
0.736328125,0.0,0.0,0.0,-0.017585462500000003
0.740234375,0.0,0.0,0.0,-0.017463453629032254
0.744140625,0.0,0.0,0.0,-0.017357046818996413
0.748046875,0.0,0.0,0.0,-0.017266692165898618
0.751953125,0.0,0.0,0.0,-0.017191356662826424
0.755859375,0.0,0.0,0.0,-0.017128601804915516
0.759765625,0.0,0.0,0.0,-0.017077248508704557
0.763671875,0.0,0.0,0.0,-0.017034996351766512
0.767578125,0.0,0.0,0.0,-0.01700060295698925
0.771484375,0.0,0.0,0.0,-0.016972450812852022
0.775390625,0.0,0.0,0.0,-0.016949499334357396
0.779296875,0.0,0.0,0.0,-0.016930648367895547
0.783203125,0.0,0.0,0.0,-0.016915051363287248
0.787109375,0.0,0.0,0.0,-0.01690210038402458
0.791015625,0.0,0.0,0.0,-0.01689119967997952
0.794921875,0.0,0.0,0.0,-0.01688194917434716
0.798828125,0.0,0.0,0.0,-0.01687395071044547
0.802734375,0.0,0.0,0.0,-0.016866950211213518
0.806640625,0.0,0.0,0.0,-0.01686074981438812
0.810546875,0.0,0.0,0.0,-0.01685519950076805
0.814453125,0.0,0.0,0.0,-0.016850200460829492
0.818359375,0.0,0.0,0.0,-0.016845600140809013
0.822265625,0.0,0.0,0.0,-0.0168413498655914
0.826171875,0.0,0.0,0.0,-0.01683744963517665
0.830078125,0.0,0.0,0.0,-0.01683380034562212
0.833984375,0.0,0.0,0.0,-0.016830450108806964
0.837890625,0.0,0.0,0.0,-0.016827299897593448
0.841796875,0.0,0.0,0.0,-0.016824349711981566
0.845703125,0.0,0.0,0.0,-0.016821550249615975
0.849609375,0.0,0.0,0.0,-0.016818950083205327
0.853515625,0.0,0.0,0.0,-0.016816399923195086
0.857421875,0.0,0.0,0.0,-0.016813999769585253
0.861328125,0.0,0.0,0.0,-0.016811700230414745
0.865234375,0.0,0.0,0.0,-0.016809350070404506
0.869140625,0.0,0.0,0.0,-0.01680714992959549
0.873046875,0.0,0.0,0.0,-0.016804899769585255
0.876953125,0.0,0.0,0.0,-0.016802650211213518
0.880859375,0.0,0.0,0.0,-0.016800350070404507
0.884765625,0.0,0.0,0.0,-0.016798099923195083
0.888671875,0.0,0.0,0.0,-0.016795699769585254
0.892578125,0.0,0.0,0.0,-0.016793300230414747
0.896484375,0.0,0.0,0.0,-0.016790900076804914
0.900390625,0.0,0.0,0.0,-0.016788399923195082
0.904296875,0.0,0.0,0.0,-0.016785849750384024
0.908203125,0.0,0.0,0.0,-0.016783350249615976
0.912109375,0.0,0.0,0.0,-0.016780750083205325
0.916015625,0.0,0.0,0.0,-0.016778249916794677
0.919921875,0.0,0.0,0.0,-0.016775799769585254
0.923828125,0.0,0.0,0.0,-0.016773400230414747
0.927734375,0.0,0.0,0.0,-0.016771150070404507
0.931640625,0.0,0.0,0.0,-0.016768999935995905
0.935546875,0.0,0.0,0.0,-0.01676704982718894
0.939453125,0.0,0.0,0.0,-0.01676540015360983
0.943359375,0.0,0.0,0.0,-0.016763850044802867
0.947265625,0.0,0.0,0.0,-0.01676264996799795
0.951171875,0.0,0.0,0.0,-0.016761749942396313
0.955078125,0.0,0.0,0.0,-0.01676110003840246
0.958984375,0.0,0.0,0.0,-0.01676070001280082
0.962890625,0.0,0.0,0.0,-0.0167606
0.966796875,0.0,0.0,0.0,-0.01676075001920123
0.970703125,0.0,0.0,0.0,-0.016760999961597543
0.974609375,0.0,0.0,0.0,-0.016761499987199183
0.978515625,0.0,0.0,0.0,-0.01676205001920123
0.982421875,0.0,0.0,0.0,-0.016762750057603686
0.986328125,0.0,0.0,0.0,-0.016763299961597544
0.990234375,0.0,0.0,0.0,-0.01676379998719918
0.994140625,0.0,0.0,0.0,-0.01676415000640041
0.998046875,0.0,0.0,0.0,-0.01676425001920123
1.0,0.0,0.0,0.0,-0.0167643
0.0,0.001953125,0.0,0.0,3.6949974144039715e-08
0.001953125,0.001953125,4.7149995238407316e-07,-4.7149995238407316e-07,4.999995085831501e-11
0.005859375,0.001953125,-1.283498857217755e-06,1.5749992017932262e-06,-1.978500272895581e-07
