X,Y,U,V,T,
0.1175,0.1175,-0.0438811,-0.00176099,0.188045,
0.1225,0.1175,-0.0441997,-0.00166788,0.187823,
0.1275,0.1175,-0.0444891,-0.00156671,0.187606,
0.1325,0.1175,-0.0447521,-0.00145909,0.187393,
0.1375,0.1175,-0.044991,-0.00134615,0.187184,
0.1425,0.1175,-0.0452081,-0.00122865,0.186978,
0.1475,0.1175,-0.0454054,-0.00110715,0.186776,
0.1525,0.1175,-0.0455847,-0.000982,0.186578,
0.1575,0.1175,-0.0457479,-0.000853451,0.186384,
0.1625,0.1175,-0.0458963,-0.000721656,0.186195,
0.1675,0.1175,-0.0460316,-0.000586724,0.186011,
0.1725,0.1175,-0.046155,-0.000448706,0.185831,
0.1775,0.1175,-0.0462676,-0.000307649,0.185657,
0.1825,0.1175,-0.0463707,-0.000163578,0.185488,
0.1875,0.1175,-0.0464652,-1.65321e-05,0.185325,
0.1925,0.1175,-0.0465522,0.000133442,0.185168,
0.1975,0.1175,-0.0466324,0.000286269,0.185018,
0.2025,0.1175,-0.0467067,0.000441848,0.184873,
0.2075,0.1175,-0.0467758,0.000600035,0.184736,
0.2125,0.1175,-0.0468406,0.000760648,0.184605,
0.2175,0.1175,-0.0469016,0.000923456,0.184482,
0.2225,0.1175,-0.0469595,0.00108817,0.184366,
0.2275,0.1175,-0.0470149,0.00125447,0.184257,
0.2325,0.1175,-0.0470684,0.00142194,0.184157,
0.2375,0.1175,-0.0471205,0.00159012,0.184064,
0.2425,0.1175,-0.0471719,0.00175851,0.18398,
0.2475,0.1175,-0.0472229,0.00192652,0.183904,
0.2525,0.1175,-0.0472743,0.00209349,0.183837,
0.2575,0.1175,-0.0473263,0.00225871,0.183778,
0.2625,0.1175,-0.0473797,0.00242141,0.183728,
0.2675,0.1175,-0.0474348,0.00258073,0.183687,
0.2725,0.1175,-0.0474921,0.00273577,0.183654,
0.2775,0.1175,-0.0475521,0.00288554,0.183631,
0.2825,0.1175,-0.0476154,0.00302901,0.183616,
0.2875,0.1175,-0.0476823,0.00316507,0.18361,
0.2925,0.1175,-0.0477534,0.00329258,0.183612,
0.2975,0.1175,-0.0478292,0.0034103,0.183623,
0.3025,0.1175,-0.0479101,0.00351698,0.183641,
0.3075,0.1175,-0.0479966,0.00361129,0.183667,
0.3125,0.1175,-0.0480891,0.00369187,0.183701,
0.3175,0.1175,-0.0481881,0.00375732,0.183741,
0.3225,0.1175,-0.048294,0.00380621,0.183788,
0.3275,0.1175,-0.0484074,0.00383706,0.18384,
0.3325,0.1175,-0.0485285,0.00384839,0.183897,
0.3375,0.1175,-0.0486577,0.0038387,0.183958,
0.3425,0.1175,-0.0487955,0.00380648,0.184022,
0.3475,0.1175,-0.048942,0.00375024,0.184089,
0.3525,0.1175,-0.0490977,0.00366848,0.184156,
0.3575,0.1175,-0.0492627,0.00355976,0.184223,
0.3625,0.1175,-0.0494372,0.00342265,0.184288,
0.3675,0.1175,-0.0496213,0.0032558,0.184351,
0.3725,0.1175,-0.049815,0.0030579,0.184408,
0.3775,0.1175,-0.0500184,0.00282776,0.184459,
0.3825,0.1175,-0.0502313,0.00256427,0.184502,
0.3875,0.1175,-0.0504535,0.00226648,0.184534,
0.3925,0.1175,-0.0506847,0.00193354,0.184555,
0.3975,0.1175,-0.0509244,0.00156482,0.184561,
0.4025,0.1175,-0.0511721,0.00115986,0.184551,
0.4075,0.1175,-0.0514271,0.000718417,0.184522,
0.4125,0.1175,-0.0516887,0.000240513,0.184471,
0.4175,0.1175,-0.0519559,-0.000273561,0.184398,
0.4225,0.1175,-0.0522276,-0.00082321,0.184298,
0.4275,0.1175,-0.0525026,-0.00140751,0.18417,
0.4325,0.1175,-0.0527795,-0.00202518,0.184011,
0.4375,0.1175,-0.0530569,-0.00267455,0.18382,
0.4425,0.1175,-0.0533331,-0.00335355,0.183593,
0.4475,0.1175,-0.0536063,-0.00405967,0.183329,
0.4525,0.1175,-0.0538746,-0.00478997,0.183026,
0.4575,0.1175,-0.0541362,-0.00554103,0.182682,
0.4625,0.1175,-0.0543888,-0.00630898,0.182296,
0.4675,0.1175,-0.0546304,-0.00708949,0.181867,
0.4725,0.1175,-0.0548589,-0.00787775,0.181393,
0.4775,0.1175,-0.055072,-0.00866851,0.180875,
0.4825,0.1175,-0.0552676,-0.00945612,0.180313,
0.4875,0.1175,-0.0554437,-0.0102345,0.179706,
0.4925,0.1175,-0.0555985,-0.0109973,0.179056,
0.4975,0.1175,-0.05573,-0.0117377,0.178365,
0.5025,0.1175,-0.0558368,-0.012449,0.177633,
0.5075,0.1175,-0.0559175,-0.0131239,0.176864,
0.5125,0.1175,-0.0559712,-0.0137552,0.17606,
0.5175,0.1175,-0.0559972,-0.0143359,0.175225,
0.5225,0.1175,-0.0559954,-0.0148589,0.174362,
0.5275,0.1175,-0.0559658,-0.015317,0.173476,
0.5325,0.1175,-0.0559092,-0.0157038,0.172572,
0.5375,0.1175,-0.0558267,-0.0160127,0.171653,
0.5425,0.1175,-0.05572,-0.016238,0.170724,
0.5475,0.1175,-0.0555913,-0.0163739,0.169791,
0.5525,0.1175,-0.0554432,-0.0164157,0.168859,
0.5575,0.1175,-0.055279,-0.0163587,0.167933,
0.5625,0.1175,-0.0551022,-0.0161992,0.167017,
0.5675,0.1175,-0.0549171,-0.0159338,0.166117,
0.5725,0.1175,-0.0547282,-0.0155598,0.165236,
0.5775,0.1175,-0.0545404,-0.0150748,0.164379,
0.5825,0.1175,-0.0543588,-0.0144771,0.163549,
0.5875,0.1175,-0.0541888,-0.0137652,0.162752,
0.5925,0.1175,-0.0540362,-0.0129382,0.161988,
0.5975,0.1175,-0.0539065,-0.0119952,0.161263,
0.6025,0.1175,-0.0538054,-0.0109355,0.160579,
0.6075,0.1175,-0.0537386,-0.00975885,0.159938,
0.6125,0.1175,-0.0537116,-0.00846466,0.159344,
0.6175,0.1175,-0.0537295,-0.00705255,0.1588,
0.6225,0.1175,-0.0537971,-0.00552209,0.158307,
0.6275,0.1175,-0.0539188,-0.00387286,0.15787,
0.6325,0.1175,-0.0540982,-0.00210444,0.157492,
0.6375,0.1175,-0.0543382,-0.000216522,0.157176,
0.6425,0.1175,-0.0546406,0.00179098,0.156927,
0.6475,0.1175,-0.0550063,0.00391777,0.156749,
0.6525,0.1175,-0.0554346,0.00616298,0.156648,
0.6575,0.1175,-0.0559234,0.00852482,0.15663,
0.6625,0.1175,-0.0564685,0.0110003,0.156702,
0.6675,0.1175,-0.0570642,0.0135848,0.15687,
0.6725,0.1175,-0.0577021,0.0162716,0.157143,
0.6775,0.1175,-0.0583716,0.0190515,0.157529,
0.6825,0.1175,-0.0590595,0.0219122,0.158039,
0.6875,0.1175,-0.0597502,0.0248381,0.158681,
0.6925,0.1175,-0.0604255,0.0278093,0.159466,
0.6975,0.1175,-0.0610645,0.0308021,0.160404,
0.7025,0.1175,-0.0616448,0.0337881,0.161506,
0.7075,0.1175,-0.0621419,0.0367349,0.162782,
0.7125,0.1175,-0.0625305,0.0396058,0.164241,
0.7175,0.1175,-0.062785,0.0423607,0.16589,
0.7225,0.1175,-0.0628802,0.0449572,0.167737,
0.7275,0.1175,-0.0627929,0.0473513,0.169784,
0.7325,0.1175,-0.0625021,0.0494991,0.172033,
0.7375,0.1175,-0.0619903,0.0513587,0.174481,
0.7425,0.1175,-0.0612444,0.0528912,0.177122,
0.7475,0.1175,-0.0602563,0.0540632,0.179945,
0.7525,0.1175,-0.0590235,0.0548476,0.182934,
0.7575,0.1175,-0.0575486,0.0552252,0.186072,
0.7625,0.1175,-0.0558403,0.0551856,0.189334,
0.7675,0.1175,-0.0539118,0.0547275,0.192693,
0.7725,0.1175,-0.0517814,0.0538587,0.196121,
0.7775,0.1175,-0.0494708,0.0525954,0.199585,
0.7825,0.1175,-0.0470049,0.0509622,0.203054,
0.7875,0.1175,-0.0444105,0.04899,0.206497,
0.7925,0.1175,-0.0417159,0.0467156,0.209885,
0.7975,0.1175,-0.0389498,0.0441798,0.21319,
0.8025,0.1175,-0.0361412,0.0414264,0.216391,
0.8075,0.1175,-0.0333182,0.038501,0.219468,
0.8125,0.1175,-0.0305084,0.0354493,0.222411,
0.8175,0.1175,-0.0277382,0.0323168,0.22521,
0.8225,0.1175,-0.0250332,0.0291469,0.227866,
0.8275,0.1175,-0.0224176,0.025981,0.23038,
0.8325,0.1175,-0.0199152,0.0228566,0.232763,
0.8375,0.1175,-0.0175491,0.0198071,0.235028,
0.8425,0.1175,-0.0153422,0.0168601,0.237191,
0.8475,0.1175,-0.0133174,0.0140367,0.239274,
0.8525,0.1175,-0.0114983,0.0113492,0.241299,
0.8575,0.1175,-0.00990956,0.00879896,0.24329,
0.8625,0.1175,-0.00857667,0.00637404,0.245271,
0.8675,0.1175,-0.00752631,0.00404512,0.247264,
0.8725,0.1175,-0.00678582,0.00176152,0.249288,
0.8775,0.1175,-0.00638227,-0.000553734,0.251356,
0.8825,0.1175,-0.00634088,-0.0030089,0.253474,
0.8875,0.1175,-0.00668269,-0.00574797,0.255635,
0.8925,0.1175,-0.00742134,-0.00895339,0.257816,
0.8975,0.1175,-0.00855901,-0.0128453,0.259974,
0.9025,0.1175,-0.0100819,-0.017675,0.262035,
0.9075,0.1175,-0.0119558,-0.0237109,0.263895,
0.9125,0.1175,-0.0141221,-0.031214,0.265402,
0.9175,0.1175,-0.0164959,-0.0404036,0.266358,
0.9225,0.1175,-0.0189667,-0.0514157,0.26651,
0.9275,0.1175,-0.0214016,-0.0642568,0.26555,
0.9325,0.1175,-0.0236521,-0.0787625,0.263128,
0.9375,0.1175,-0.0255621,-0.0945655,0.258862,
0.9425,0.1175,-0.0269784,-0.11108,0.252369,
0.9475,0.1175,-0.0277595,-0.127501,0.243299,
0.9525,0.1175,-0.0277856,-0.142824,0.231374,
0.9575,0.1175,-0.0269679,-0.155871,0.216423,
0.9625,0.1175,-0.0252594,-0.165334,0.198418,
0.9675,0.1175,-0.0226673,-0.169835,0.17749,
0.9725,0.1175,-0.0192691,-0.167994,0.153932,
0.9775,0.1175,-0.0152326,-0.15853,0.12819,
0.9825,0.1175,-0.0108409,-0.140374,0.100814,
0.9875,0.1175,-0.00652126,-0.112779,0.0723956,
0.9925,0.1175,-0.00286768,-0.0753514,0.0434769,
0.9975,0.1175,-0.0012927,-0.027827,0.0144639,
1,0.1175,0,0,0,
0,0.1225,0,0,1,
0.0025,0.1225,-0.000761838,0.0630856,0.927423,
0.0075,0.1225,-0.0019111,0.137382,0.78335,
0.0125,0.1225,-0.0048468,0.160425,0.647223,
0.0175,0.1225,-0.00881465,0.151175,0.527129,
0.0225,0.1225,-0.0133016,0.126017,0.428588,
0.0275,0.1225,-0.0178128,0.0965618,0.352942,
0.0325,0.1225,-0.021985,0.0694558,0.298083,
0.0375,0.1225,-0.0256206,0.0475026,0.260114,
0.0425,0.1225,-0.0286631,0.0311297,0.234799,
0.0475,0.1225,-0.0311482,0.0196074,0.218409,
0.0525,0.1225,-0.0331576,0.0118371,0.208032,
0.0575,0.1225,-0.0347849,0.00676107,0.201567,
0.0625,0.1225,-0.0361169,0.003523,0.197574,
0.0675,0.1225,-0.0372254,0.0014938,0.195112,
0.0725,0.1225,-0.0381657,0.000239284,0.193578,
0.0775,0.1225,-0.0389784,-0.000527093,0.1926,
0.0825,0.1225,-0.0396922,-0.000988761,0.191948,
0.0875,0.1225,-0.0403273,-0.00126033,0.191488,
0.0925,0.1225,-0.0408978,-0.0014125,0.191136,
0.0975,0.1225,-0.0414138,-0.00148834,0.190847,
0.1025,0.1225,-0.0418824,-0.00151419,0.190594,
0.1075,0.1225,-0.0423091,-0.00150613,0.19036,
0.1125,0.1225,-0.0426982,-0.00147418,0.190138,
0.1175,0.1225,-0.0430532,-0.00142464,0.189923,
0.1225,0.1225,-0.0433772,-0.00136163,0.189712,
0.1275,0.1225,-0.0436729,-0.00128787,0.189504,
0.1325,0.1225,-0.0439426,-0.00120527,0.189299,
0.1375,0.1225,-0.0441885,-0.00111513,0.189097,
0.1425,0.1225,-0.0444126,-0.00101843,0.188898,
0.1475,0.1225,-0.0446169,-0.000915859,0.188702,
0.1525,0.1225,-0.0448029,-0.000807939,0.18851,
0.1575,0.1225,-0.0449722,-0.000695042,0.188321,
0.1625,0.1225,-0.0451263,-0.000577465,0.188136,
0.1675,0.1225,-0.0452666,-0.000455411,0.187956,
0.1725,0.1225,-0.0453941,-0.000329056,0.18778,
0.1775,0.1225,-0.0455103,-0.000198525,0.187609,
0.1825,0.1225,-0.0456159,-6.39396e-05,0.187444,
0.1875,0.1225,-0.0457122,7.4592e-05,0.187284,
0.1925,0.1225,-0.0457999,0.000216949,0.187131,
0.1975,0.1225,-0.0458799,0.000363,0.186983,
0.2025,0.1225,-0.0459531,0.000512585,0.186842,
0.2075,0.1225,-0.0460201,0.000665519,0.186708,
0.2125,0.1225,-0.0460818,0.000821576,0.18658,
0.2175,0.1225,-0.0461388,0.000980491,0.18646,
0.2225,0.1225,-0.0461917,0.00114195,0.186348,
0.2275,0.1225,-0.0462412,0.00130559,0.186244,
0.2325,0.1225,-0.0462879,0.00147099,0.186148,
0.2375,0.1225,-0.0463323,0.00163768,0.18606,
0.2425,0.1225,-0.0463752,0.00180513,0.185981,
0.2475,0.1225,-0.0464169,0.00197273,0.185911,
0.2525,0.1225,-0.0464581,0.00213984,0.185849,
0.2575,0.1225,-0.0464994,0.00230573,0.185797,
0.2625,0.1225,-0.0465413,0.00246962,0.185754,
0.2675,0.1225,-0.0465844,0.00263066,0.185721,
0.2725,0.1225,-0.0466291,0.00278793,0.185697,
0.2775,0.1225,-0.0466762,0.00294046,0.185682,
0.2825,0.1225,-0.046726,0.00308721,0.185677,
0.2875,0.1225,-0.0467793,0.00322707,0.185681,
0.2925,0.1225,-0.0468365,0.0033589,0.185694,
0.2975,0.1225,-0.0468982,0.00348147,0.185717,
0.3025,0.1225,-0.046965,0.00359351,0.185748,
0.3075,0.1225,-0.0470375,0.0036937,0.185787,
0.3125,0.1225,-0.0471162,0.00378068,0.185835,
0.3175,0.1225,-0.0472017,0.00385303,0.18589,
0.3225,0.1225,-0.0472946,0.0039093,0.185952,
0.3275,0.1225,-0.0473953,0.00394802,0.186021,
0.3325,0.1225,-0.0475045,0.00396768,0.186095,
0.3375,0.1225,-0.0476225,0.00396675,0.186175,
0.3425,0.1225,-0.0477501,0.0039437,0.186258,
0.3475,0.1225,-0.0478875,0.003897,0.186344,
0.3525,0.1225,-0.0480352,0.00382512,0.186431,
0.3575,0.1225,-0.0481937,0.00372655,0.186519,
0.3625,0.1225,-0.0483631,0.00359983,0.186606,
0.3675,0.1225,-0.0485439,0.00344352,0.186691,
0.3725,0.1225,-0.0487363,0.00325627,0.186772,
0.3775,0.1225,-0.0489403,0.0030368,0.186846,
0.3825,0.1225,-0.0491561,0.0027839,0.186913,
0.3875,0.1225,-0.0493836,0.00249653,0.186971,
0.3925,0.1225,-0.0496227,0.00217375,0.187016,
0.3975,0.1225,-0.0498731,0.00181479,0.187048,
0.4025,0.1225,-0.0501346,0.00141908,0.187063,
0.4075,0.1225,-0.0504066,0.000986262,0.187059,
0.4125,0.1225,-0.0506886,0.000516206,0.187035,
0.4175,0.1225,-0.0509797,9.0649e-06,0.186986,
0.4225,0.1225,-0.0512791,-0.00053471,0.186911,
0.4275,0.1225,-0.0515858,-0.00111434,0.186807,
0.4325,0.1225,-0.0518985,-0.0017287,0.186672,
0.4375,0.1225,-0.0522159,-0.00237626,0.186502,
0.4425,0.1225,-0.0525365,-0.00305509,0.186297,
0.4475,0.1225,-0.0528586,-0.00376283,0.186052,
0.4525,0.1225,-0.0531804,-0.00449665,0.185767,
0.4575,0.1225,-0.0535,-0.00525325,0.185438,
0.4625,0.1225,-0.0538153,-0.00602884,0.185065,
0.4675,0.1225,-0.0541241,-0.00681916,0.184646,
0.4725,0.1225,-0.0544243,-0.00761944,0.18418,
0.4775,0.1225,-0.0547136,-0.00842444,0.183667,
0.4825,0.1225,-0.0549897,-0.00922847,0.183105,
0.4875,0.1225,-0.0552503,-0.0100254,0.182495,
0.4925,0.1225,-0.0554932,-0.0108087,0.181839,
0.4975,0.1225,-0.0557165,-0.0115715,0.181136,
0.5025,0.1225,-0.0559181,-0.0123068,0.18039,
0.5075,0.1225,-0.0560964,-0.013007,0.179602,
0.5125,0.1225,-0.0562499,-0.0136649,0.178775,
0.5175,0.1225,-0.0563775,-0.0142727,0.177913,
0.5225,0.1225,-0.0564785,-0.014823,0.177019,
0.5275,0.1225,-0.0565524,-0.0153085,0.176099,
0.5325,0.1225,-0.0565995,-0.0157219,0.175156,
0.5375,0.1225,-0.0566202,-0.0160564,0.174196,
0.5425,0.1225,-0.0566155,-0.0163056,0.173224,
0.5475,0.1225,-0.0565872,-0.0164634,0.172246,
0.5525,0.1225,-0.0565372,-0.0165243,0.171268,
0.5575,0.1225,-0.0564681,-0.0164834,0.170294,
0.5625,0.1225,-0.0563832,-0.0163363,0.169331,
0.5675,0.1225,-0.0562858,-0.0160792,0.168383,
0.5725,0.1225,-0.05618,-0.0157091,0.167457,
0.5775,0.1225,-0.0560701,-0.0152232,0.166556,
0.5825,0.1225,-0.0559608,-0.0146196,0.165685,
0.5875,0.1225,-0.0558569,-0.0138965,0.164849,
0.5925,0.1225,-0.0557635,-0.0130529,0.164052,
0.5975,0.1225,-0.0556858,-0.0120879,0.163296,
0.6025,0.1225,-0.0556287,-0.0110009,0.162586,
0.6075,0.1225,-0.0555973,-0.00979162,0.161924,
0.6125,0.1225,-0.0555964,-0.00845984,0.161315,
0.6175,0.1225,-0.0556304,-0.0070055,0.160759,
0.6225,0.1225,-0.0557032,-0.00542868,0.160262,
0.6275,0.1225,-0.0558183,-0.00372954,0.159826,
0.6325,0.1225,-0.0559782,-0.00190844,0.159455,
0.6375,0.1225,-0.0561847,3.3993e-05,0.159152,
0.6425,0.1225,-0.0564386,0.00209675,0.158922,
0.6475,0.1225,-0.0567392,0.00427826,0.15877,
0.6525,0.1225,-0.0570845,0.00657614,0.158701,
0.6575,0.1225,-0.057471,0.00898691,0.158721,
0.6625,0.1225,-0.0578933,0.0115057,0.158837,
0.6675,0.1225,-0.0583439,0.0141257,0.159055,
0.6725,0.1225,-0.0588134,0.016838,0.159384,
0.6775,0.1225,-0.0592899,0.0196311,0.159832,
0.6825,0.1225,-0.0597595,0.0224902,0.160408,
0.6875,0.1225,-0.060206,0.0253972,0.161121,
0.6925,0.1225,-0.0606109,0.0283303,0.16198,
0.6975,0.1225,-0.0609541,0.0312634,0.162995,
0.7025,0.1225,-0.061214,0.034167,0.164175,
0.7075,0.1225,-0.0613681,0.0370073,0.165528,
0.7125,0.1225,-0.0613936,0.0397475,0.167061,
0.7175,0.1225,-0.0612682,0.042348,0.168781,
0.7225,0.1225,-0.0609709,0.0447678,0.17069,
0.7275,0.1225,-0.0604829,0.0469653,0.17279,
0.7325,0.1225,-0.0597887,0.0488999,0.17508,
0.7375,0.1225,-0.0588762,0.0505336,0.177553,
0.7425,0.1225,-0.057738,0.0518324,0.1802,
0.7475,0.1225,-0.0563718,0.0527678,0.183009,
0.7525,0.1225,-0.0547801,0.0533183,0.185962,
0.7575,0.1225,-0.0529705,0.05347,0.189038,
0.7625,0.1225,-0.0509555,0.0532175,0.192214,
0.7675,0.1225,-0.048752,0.0525638,0.195461,
0.7725,0.1225,-0.0463804,0.0515204,0.198753,
0.7775,0.1225,-0.0438642,0.0501068,0.202058,
0.7825,0.1225,-0.0412289,0.0483495,0.205347,
0.7875,0.1225,-0.0385014,0.0462808,0.208592,
0.7925,0.1225,-0.0357093,0.0439381,0.211766,
0.7975,0.1225,-0.0328801,0.0413621,0.214848,
0.8025,0.1225,-0.0300411,0.0385964,0.217819,
0.8075,0.1225,-0.0272183,0.0356853,0.220665,
0.8125,0.1225,-0.024437,0.0326739,0.223377,
0.8175,0.1225,-0.0217209,0.0296061,0.225952,
0.8225,0.1225,-0.0190929,0.0265245,0.228393,
0.8275,0.1225,-0.0165745,0.0234694,0.230705,
0.8325,0.1225,-0.0141863,0.0204776,0.232902,
0.8375,0.1225,-0.0119485,0.0175821,0.234998,
0.8425,0.1225,-0.00988095,0.0148105,0.237015,
0.8475,0.1225,-0.0080037,0.0121843,0.238974,
0.8525,0.1225,-0.0063375,0.00971638,0.2409,
0.8575,0.1225,-0.00490407,0.00740954,0.24282,
0.8625,0.1225,-0.0037264,0.00525289,0.244758,
0.8675,0.1225,-0.00282871,0.00321823,0.246741,
0.8725,0.1225,-0.00223611,0.00125533,0.248788,
0.8775,0.1225,-0.00197369,-0.000713514,0.250916,
0.8825,0.1225,-0.00206496,-0.00279923,0.253132,
0.8875,0.1225,-0.00252949,-0.0051513,0.255432,
0.8925,0.1225,-0.0033797,-0.0079612,0.257795,
0.8975,0.1225,-0.00461702,-0.0114625,0.260179,
0.9025,0.1225,-0.00622736,-0.0159246,0.262514,
0.9075,0.1225,-0.00817674,-0.0216381,0.264691,
0.9125,0.1225,-0.0104079,-0.0288894,0.266559,
0.9175,0.1225,-0.0128383,-0.0379239,0.267914,
0.9225,0.1225,-0.0153617,-0.0489013,0.268494,
0.9275,0.1225,-0.0178509,-0.061847,0.267979,
0.9325,0.1225,-0.0201654,-0.0766074,0.266002,
0.9375,0.1225,-0.0221586,-0.0928173,0.262161,
0.9425,0.1225,-0.0236873,-0.109883,0.25605,
0.9475,0.1225,-0.0246196,-0.126985,0.247294,
0.9525,0.1225,-0.0248439,-0.143091,0.23559,
0.9575,0.1225,-0.0242766,-0.15699,0.220746,
0.9625,0.1225,-0.0228718,-0.167329,0.202714,
0.9675,0.1225,-0.0206328,-0.172671,0.181612,
0.9725,0.1225,-0.0176266,-0.171562,0.157729,
0.9775,0.1225,-0.0140025,-0.162623,0.131515,
0.9825,0.1225,-0.0100159,-0.14466,0.103534,
0.9875,0.1225,-0.00605691,-0.116772,0.0744041,
0.9925,0.1225,-0.00267805,-0.0783908,0.0447036,
0.9975,0.1225,-0.00121363,-0.0290802,0.0148749,
1,0.1225,0,0,0,
0,0.1275,0,0,1,
0.0025,0.1275,-0.000724609,0.0638288,0.928203,
0.0075,0.1275,-0.00182553,0.139632,0.785641,
0.0125,0.1275,-0.00464834,0.163933,0.650742,
0.0175,0.1275,-0.00848585,0.155472,0.531386,
0.0225,0.1275,-0.0128504,0.130572,0.433053,
0.0275,0.1275,-0.0172631,0.100931,0.35721,
0.0325,0.1275,-0.0213648,0.0733602,0.301934,
0.0375,0.1275,-0.0249539,0.0508228,0.263486,
0.0425,0.1275,-0.0279662,0.0338642,0.237731,
0.0475,0.1275,-0.0304301,0.0218219,0.220985,
0.0525,0.1275,-0.0324216,0.0136235,0.210343,
0.0575,0.1275,-0.0340314,0.00821169,0.203693,
0.0625,0.1275,-0.035345,0.00471805,0.199581,
0.0675,0.1275,-0.0364346,0.00249679,0.197046,
0.0725,0.1275,-0.0373559,0.00109793,0.195474,
0.0775,0.1275,-0.0381504,0.000221451,0.194478,
0.0825,0.1275,-0.0388478,-0.000326123,0.193824,
0.0875,0.1275,-0.0394688,-0.000666875,0.193369,
0.0925,0.1275,-0.0400278,-0.000876458,0.193029,
0.0975,0.1275,-0.0405347,-0.00100146,0.192753,
0.1025,0.1275,-0.0409968,-0.00107035,0.192514,
0.1075,0.1275,-0.0414194,-0.00110073,0.192294,
0.1125,0.1275,-0.0418064,-0.00110349,0.192085,
0.1175,0.1275,-0.0421611,-0.0010856,0.191882,
0.1225,0.1275,-0.0424862,-0.00105155,0.191683,
0.1275,0.1275,-0.0427841,-0.00100441,0.191485,
0.1325,0.1275,-0.0430569,-0.000946252,0.19129,
0.1375,0.1275,-0.0433065,-0.000878617,0.191097,
0.1425,0.1275,-0.0435347,-0.000802595,0.190905,
0.1475,0.1275,-0.0437431,-0.000719043,0.190716,
0.1525,0.1275,-0.0439333,-0.000628583,0.19053,
0.1575,0.1275,-0.0441066,-0.000531728,0.190347,
0.1625,0.1275,-0.0442644,-0.000428852,0.190167,
0.1675,0.1275,-0.0444079,-0.00032028,0.189992,
0.1725,0.1275,-0.0445383,-0.000206253,0.18982,
0.1775,0.1275,-0.0446565,-8.69955e-05,0.189653,
0.1825,0.1275,-0.0447636,3.73113e-05,0.189491,
0.1875,0.1275,-0.0448605,0.000166484,0.189335,
0.1925,0.1275,-0.0449481,0.000300352,0.189184,
0.1975,0.1275,-0.0450272,0.000438724,0.18904,
0.2025,0.1275,-0.0450985,0.000581401,0.188902,
0.2075,0.1275,-0.0451629,0.000728154,0.18877,
0.2125,0.1275,-0.0452211,0.000878727,0.188646,
0.2175,0.1275,-0.0452736,0.00103282,0.188529,
0.2225,0.1275,-0.0453211,0.0011901,0.18842,
0.2275,0.1275,-0.0453644,0.00135019,0.18832,
0.2325,0.1275,-0.045404,0.00151265,0.188227,
0.2375,0.1275,-0.0454405,0.00167698,0.188143,
0.2425,0.1275,-0.0454745,0.00184267,0.188069,
0.2475,0.1275,-0.0455066,0.00200909,0.188003,
0.2525,0.1275,-0.0455375,0.00217559,0.187947,
0.2575,0.1275,-0.0455677,0.00234145,0.1879,
0.2625,0.1275,-0.0455978,0.00250588,0.187863,
0.2675,0.1275,-0.0456284,0.00266805,0.187836,
0.2725,0.1275,-0.0456601,0.00282703,0.187819,
0.2775,0.1275,-0.0456935,0.00298186,0.187812,
0.2825,0.1275,-0.0457294,0.0031315,0.187816,
0.2875,0.1275,-0.0457682,0.00327486,0.187829,
0.2925,0.1275,-0.0458107,0.00341078,0.187852,
0.2975,0.1275,-0.0458574,0.00353805,0.187884,
0.3025,0.1275,-0.045909,0.00365541,0.187927,
0.3075,0.1275,-0.0459663,0.00376153,0.187978,
0.3125,0.1275,-0.0460298,0.00385505,0.188039,
0.3175,0.1275,-0.0461002,0.00393456,0.188107,
0.3225,0.1275,-0.0461782,0.0039986,0.188184,
0.3275,0.1275,-0.0462644,0.00404568,0.188268,
0.3325,0.1275,-0.0463595,0.00407428,0.188358,
0.3375,0.1275,-0.0464641,0.00408286,0.188454,
0.3425,0.1275,-0.0465789,0.00406987,0.188555,
0.3475,0.1275,-0.0467044,0.00403375,0.18866,
0.3525,0.1275,-0.0468412,0.00397292,0.188767,
0.3575,0.1275,-0.0469899,0.00388585,0.188876,
0.3625,0.1275,-0.0471509,0.00377102,0.188984,
0.3675,0.1275,-0.0473247,0.00362694,0.189091,
0.3725,0.1275,-0.0475117,0.00345219,0.189194,
0.3775,0.1275,-0.0477122,0.0032454,0.189293,
0.3825,0.1275,-0.0479264,0.00300532,0.189385,
0.3875,0.1275,-0.0481546,0.00273078,0.189467,
0.3925,0.1275,-0.0483968,0.00242076,0.189538,
0.3975,0.1275,-0.0486529,0.00207438,0.189596,
0.4025,0.1275,-0.0489229,0.00169094,0.189638,
0.4075,0.1275,-0.0492064,0.00126995,0.189661,
0.4125,0.1275,-0.0495031,0.000811156,0.189664,
0.4175,0.1275,-0.0498124,0.00031456,0.189643,
0.4225,0.1275,-0.0501336,-0.000219543,0.189595,
0.4275,0.1275,-0.050466,-0.000790527,0.189518,
0.4325,0.1275,-0.0508083,-0.00139742,0.189409,
0.4375,0.1275,-0.0511596,-0.00203887,0.189266,
0.4425,0.1275,-0.0515184,-0.00271311,0.189085,
0.4475,0.1275,-0.0518832,-0.00341792,0.188864,
0.4525,0.1275,-0.0522523,-0.00415063,0.1886,
0.4575,0.1275,-0.0526239,-0.00490809,0.188292,
0.4625,0.1275,-0.052996,-0.00568664,0.187937,
0.4675,0.1275,-0.0533664,-0.00648211,0.187534,
0.4725,0.1275,-0.0537329,-0.00728981,0.187081,
0.4775,0.1275,-0.0540931,-0.00810457,0.186578,
0.4825,0.1275,-0.0544446,-0.00892071,0.186023,
0.4875,0.1275,-0.0547851,-0.00973208,0.185416,
