x,y,u,v,p,
14.2375,0.8125,1.10278,0.0161361,0.175432,
14.2625,0.8125,1.10169,0.0160691,0.174891,
14.2875,0.8125,1.10061,0.0160031,0.174348,
14.3125,0.8125,1.09954,0.015938,0.173802,
14.3375,0.8125,1.09848,0.0158738,0.173255,
14.3625,0.8125,1.09743,0.0158104,0.172706,
14.3875,0.8125,1.09638,0.0157479,0.172155,
14.4125,0.8125,1.09534,0.0156861,0.171602,
14.4375,0.8125,1.0943,0.015625,0.171047,
14.4625,0.8125,1.09328,0.0155647,0.17049,
14.4875,0.8125,1.09226,0.0155051,0.169931,
14.5125,0.8125,1.09124,0.0154462,0.169371,
14.5375,0.8125,1.09024,0.0153879,0.168809,
14.5625,0.8125,1.08924,0.0153302,0.168245,
14.5875,0.8125,1.08825,0.0152732,0.16768,
14.6125,0.8125,1.08726,0.0152167,0.167113,
14.6375,0.8125,1.08628,0.0151608,0.166544,
14.6625,0.8125,1.08531,0.0151055,0.165974,
14.6875,0.8125,1.08434,0.0150506,0.165402,
14.7125,0.8125,1.08338,0.0149963,0.164829,
14.7375,0.8125,1.08243,0.0149425,0.164254,
14.7625,0.8125,1.08148,0.0148891,0.163678,
14.7875,0.8125,1.08054,0.0148361,0.163101,
14.8125,0.8125,1.0796,0.0147836,0.162522,
14.8375,0.8125,1.07867,0.0147316,0.161941,
14.8625,0.8125,1.07775,0.0146799,0.161359,
14.8875,0.8125,1.07683,0.0146286,0.160776,
14.9125,0.8125,1.07592,0.0145776,0.160192,
14.9375,0.8125,1.07502,0.0145271,0.159606,
14.9625,0.8125,1.07412,0.0144768,0.15902,
14.9875,0.8125,1.07322,0.0144269,0.158431,
15.0125,0.8125,1.07234,0.0143773,0.157842,
15.0375,0.8125,1.07145,0.014328,0.157252,
15.0625,0.8125,1.07058,0.0142791,0.15666,
15.0875,0.8125,1.0697,0.0142304,0.156067,
15.1125,0.8125,1.06884,0.0141819,0.155473,
15.1375,0.8125,1.06798,0.0141337,0.154879,
15.1625,0.8125,1.06712,0.0140858,0.154283,
15.1875,0.8125,1.06627,0.0140381,0.153686,
15.2125,0.8125,1.06543,0.0139907,0.153087,
15.2375,0.8125,1.06459,0.0139435,0.152488,
15.2625,0.8125,1.06375,0.0138964,0.151888,
15.2875,0.8125,1.06292,0.0138496,0.151287,
15.3125,0.8125,1.0621,0.013803,0.150686,
15.3375,0.8125,1.06128,0.0137566,0.150083,
15.3625,0.8125,1.06047,0.0137104,0.149479,
15.3875,0.8125,1.05966,0.0136644,0.148874,
15.4125,0.8125,1.05885,0.0136185,0.148269,
15.4375,0.8125,1.05805,0.0135728,0.147663,
15.4625,0.8125,1.05726,0.0135272,0.147056,
15.4875,0.8125,1.05647,0.0134818,0.146448,
15.5125,0.8125,1.05569,0.0134366,0.145839,
15.5375,0.8125,1.05491,0.0133915,0.14523,
15.5625,0.8125,1.05413,0.0133465,0.144619,
15.5875,0.8125,1.05336,0.0133017,0.144008,
15.6125,0.8125,1.05259,0.013257,0.143397,
15.6375,0.8125,1.05183,0.0132124,0.142784,
15.6625,0.8125,1.05107,0.013168,0.142171,
15.6875,0.8125,1.05032,0.0131236,0.141558,
15.7125,0.8125,1.04957,0.0130794,0.140943,
15.7375,0.8125,1.04883,0.0130353,0.140328,
15.7625,0.8125,1.04809,0.0129913,0.139713,
15.7875,0.8125,1.04735,0.0129474,0.139097,
15.8125,0.8125,1.04662,0.0129036,0.13848,
15.8375,0.8125,1.0459,0.01286,0.137862,
15.8625,0.8125,1.04517,0.0128164,0.137245,
15.8875,0.8125,1.04446,0.0127729,0.136626,
15.9125,0.8125,1.04374,0.0127295,0.136007,
15.9375,0.8125,1.04303,0.0126862,0.135387,
15.9625,0.8125,1.04233,0.012643,0.134767,
15.9875,0.8125,1.04162,0.0125998,0.134147,
16.0125,0.8125,1.04093,0.0125568,0.133526,
16.0375,0.8125,1.04023,0.0125138,0.132904,
16.0625,0.8125,1.03954,0.012471,0.132283,
16.0875,0.8125,1.03886,0.0124282,0.13166,
16.1125,0.8125,1.03817,0.0123855,0.131037,
16.1375,0.8125,1.0375,0.0123429,0.130414,
16.1625,0.8125,1.03682,0.0123003,0.129791,
16.1875,0.8125,1.03615,0.0122579,0.129166,
16.2125,0.8125,1.03549,0.0122155,0.128542,
16.2375,0.8125,1.03482,0.0121732,0.127917,
16.2625,0.8125,1.03416,0.012131,0.127292,
16.2875,0.8125,1.03351,0.0120888,0.126667,
16.3125,0.8125,1.03286,0.0120468,0.126041,
16.3375,0.8125,1.03221,0.0120048,0.125415,
16.3625,0.8125,1.03157,0.0119629,0.124788,
16.3875,0.8125,1.03093,0.011921,0.124162,
16.4125,0.8125,1.03029,0.0118793,0.123535,
16.4375,0.8125,1.02965,0.0118376,0.122907,
16.4625,0.8125,1.02902,0.011796,0.12228,
16.4875,0.8125,1.0284,0.0117545,0.121652,
16.5125,0.8125,1.02778,0.0117131,0.121024,
16.5375,0.8125,1.02716,0.0116717,0.120395,
16.5625,0.8125,1.02654,0.0116304,0.119767,
16.5875,0.8125,1.02593,0.0115892,0.119138,
16.6125,0.8125,1.02532,0.0115481,0.118509,
16.6375,0.8125,1.02471,0.0115071,0.11788,
16.6625,0.8125,1.02411,0.0114661,0.11725,
16.6875,0.8125,1.02351,0.0114252,0.11662,
16.7125,0.8125,1.02292,0.0113844,0.115991,
16.7375,0.8125,1.02232,0.0113437,0.115361,
16.7625,0.8125,1.02173,0.0113031,0.114731,
16.7875,0.8125,1.02115,0.0112626,0.1141,
16.8125,0.8125,1.02057,0.0112221,0.11347,
16.8375,0.8125,1.01999,0.0111817,0.112839,
16.8625,0.8125,1.01941,0.0111415,0.112208,
16.8875,0.8125,1.01884,0.0111013,0.111578,
16.9125,0.8125,1.01827,0.0110612,0.110947,
16.9375,0.8125,1.0177,0.0110212,0.110316,
16.9625,0.8125,1.01714,0.0109812,0.109684,
16.9875,0.8125,1.01658,0.0109414,0.109053,
17.0125,0.8125,1.01602,0.0109017,0.108422,
17.0375,0.8125,1.01546,0.010862,0.10779,
17.0625,0.8125,1.01491,0.0108225,0.107159,
17.0875,0.8125,1.01436,0.010783,0.106527,
17.1125,0.8125,1.01382,0.0107437,0.105896,
17.1375,0.8125,1.01328,0.0107044,0.105264,
17.1625,0.8125,1.01274,0.0106652,0.104632,
17.1875,0.8125,1.0122,0.0106262,0.104001,
17.2125,0.8125,1.01166,0.0105872,0.103369,
17.2375,0.8125,1.01113,0.0105483,0.102737,
17.2625,0.8125,1.01061,0.0105096,0.102105,
17.2875,0.8125,1.01008,0.0104709,0.101474,
17.3125,0.8125,1.00956,0.0104324,0.100842,
17.3375,0.8125,1.00904,0.0103939,0.10021,
17.3625,0.8125,1.00852,0.0103556,0.0995781,
17.3875,0.8125,1.00801,0.0103173,0.0989464,
17.4125,0.8125,1.0075,0.0102792,0.0983146,
17.4375,0.8125,1.00699,0.0102412,0.0976829,
17.4625,0.8125,1.00648,0.0102033,0.0970512,
17.4875,0.8125,1.00598,0.0101655,0.0964195,
17.5125,0.8125,1.00548,0.0101278,0.0957879,
17.5375,0.8125,1.00498,0.0100902,0.0951564,
17.5625,0.8125,1.00448,0.0100527,0.0945249,
17.5875,0.8125,1.00399,0.0100154,0.0938934,
17.6125,0.8125,1.0035,0.00997815,0.0932621,
17.6375,0.8125,1.00301,0.00994102,0.0926308,
17.6625,0.8125,1.00253,0.00990401,0.0919996,
17.6875,0.8125,1.00205,0.00986712,0.0913685,
17.7125,0.8125,1.00157,0.00983035,0.0907374,
17.7375,0.8125,1.00109,0.00979369,0.0901065,
17.7625,0.8125,1.00062,0.00975715,0.0894756,
17.7875,0.8125,1.00014,0.00972073,0.0888449,
17.8125,0.8125,0.999674,0.00968443,0.0882143,
17.8375,0.8125,0.999207,0.00964826,0.0875838,
17.8625,0.8125,0.998743,0.0096122,0.0869534,
17.8875,0.8125,0.99828,0.00957626,0.0863232,
17.9125,0.8125,0.997821,0.00954044,0.085693,
17.9375,0.8125,0.997363,0.00950475,0.0850631,
17.9625,0.8125,0.996908,0.00946918,0.0844332,
17.9875,0.8125,0.996456,0.00943373,0.0838035,
18.0125,0.8125,0.996005,0.0093984,0.083174,
18.0375,0.8125,0.995557,0.0093632,0.0825446,
18.0625,0.8125,0.995112,0.00932812,0.0819154,
18.0875,0.8125,0.994669,0.00929317,0.0812863,
18.1125,0.8125,0.994228,0.00925834,0.0806574,
18.1375,0.8125,0.993789,0.00922363,0.0800287,
18.1625,0.8125,0.993353,0.00918904,0.0794001,
18.1875,0.8125,0.992919,0.00915458,0.0787718,
18.2125,0.8125,0.992487,0.00912025,0.0781436,
18.2375,0.8125,0.992057,0.00908603,0.0775156,
18.2625,0.8125,0.99163,0.00905195,0.0768878,
18.2875,0.8125,0.991204,0.00901798,0.0762602,
18.3125,0.8125,0.990781,0.00898413,0.0756329,
18.3375,0.8125,0.990361,0.00895041,0.0750057,
18.3625,0.8125,0.989942,0.00891681,0.0743787,
18.3875,0.8125,0.989525,0.00888333,0.073752,
18.4125,0.8125,0.989111,0.00884998,0.0731255,
18.4375,0.8125,0.988699,0.00881674,0.0724992,
18.4625,0.8125,0.988289,0.00878362,0.0718731,
18.4875,0.8125,0.987881,0.00875062,0.0712473,
18.5125,0.8125,0.987475,0.00871774,0.0706217,
18.5375,0.8125,0.987071,0.00868497,0.0699963,
18.5625,0.8125,0.986669,0.00865232,0.0693712,
18.5875,0.8125,0.986269,0.00861978,0.0687464,
18.6125,0.8125,0.985871,0.00858736,0.0681218,
18.6375,0.8125,0.985476,0.00855505,0.0674975,
18.6625,0.8125,0.985082,0.00852285,0.0668734,
18.6875,0.8125,0.98469,0.00849075,0.0662496,
18.7125,0.8125,0.9843,0.00845877,0.0656261,
18.7375,0.8125,0.983913,0.00842689,0.0650028,
18.7625,0.8125,0.983527,0.00839511,0.0643798,
18.7875,0.8125,0.983143,0.00836343,0.0637571,
18.8125,0.8125,0.982761,0.00833185,0.0631347,
18.8375,0.8125,0.982381,0.00830037,0.0625126,
18.8625,0.8125,0.982003,0.00826899,0.0618907,
18.8875,0.8125,0.981627,0.00823769,0.0612692,
18.9125,0.8125,0.981252,0.00820649,0.060648,
18.9375,0.8125,0.98088,0.00817537,0.0600271,
18.9625,0.8125,0.980509,0.00814433,0.0594064,
18.9875,0.8125,0.98014,0.00811337,0.0587861,
19.0125,0.8125,0.979773,0.00808249,0.0581661,
19.0375,0.8125,0.979408,0.00805168,0.0575465,
19.0625,0.8125,0.979045,0.00802095,0.0569271,
19.0875,0.8125,0.978683,0.00799027,0.0563081,
19.1125,0.8125,0.978324,0.00795966,0.0556894,
19.1375,0.8125,0.977966,0.00792911,0.0550711,
19.1625,0.8125,0.977609,0.00789861,0.0544531,
19.1875,0.8125,0.977255,0.00786816,0.0538354,
19.2125,0.8125,0.976902,0.00783775,0.0532181,
19.2375,0.8125,0.976551,0.00780738,0.0526011,
19.2625,0.8125,0.976202,0.00777704,0.0519845,
19.2875,0.8125,0.975855,0.00774673,0.0513682,
19.3125,0.8125,0.975509,0.00771644,0.0507523,
19.3375,0.8125,0.975165,0.00768617,0.0501368,
19.3625,0.8125,0.974822,0.0076559,0.0495216,
19.3875,0.8125,0.974482,0.00762564,0.0489068,
19.4125,0.8125,0.974143,0.00759537,0.0482924,
19.4375,0.8125,0.973805,0.00756509,0.0476784,
19.4625,0.8125,0.97347,0.00753479,0.0470647,
19.4875,0.8125,0.973135,0.00750446,0.0464514,
19.5125,0.8125,0.972803,0.0074741,0.0458386,
19.5375,0.8125,0.972472,0.00744369,0.0452261,
19.5625,0.8125,0.972143,0.00741323,0.044614,
19.5875,0.8125,0.971815,0.00738271,0.0440023,
19.6125,0.8125,0.971489,0.00735211,0.043391,
19.6375,0.8125,0.971165,0.00732144,0.0427802,
19.6625,0.8125,0.970842,0.00729067,0.0421697,
19.6875,0.8125,0.970521,0.00725979,0.0415596,
19.7125,0.8125,0.970201,0.0072288,0.04095,
19.7375,0.8125,0.969883,0.00719768,0.0403408,
19.7625,0.8125,0.969566,0.00716642,0.039732,
19.7875,0.8125,0.969251,0.00713501,0.0391237,
19.8125,0.8125,0.968938,0.00710344,0.0385158,
19.8375,0.8125,0.968626,0.00707168,0.0379083,
19.8625,0.8125,0.968316,0.00703973,0.0373012,
19.8875,0.8125,0.968007,0.00700757,0.0366947,
19.9125,0.8125,0.967699,0.00697518,0.0360885,
19.9375,0.8125,0.967394,0.00694255,0.0354828,
19.9625,0.8125,0.967089,0.00690966,0.0348776,
19.9875,0.8125,0.966787,0.0068765,0.0342728,
20.0125,0.8125,0.966485,0.00684304,0.0336685,
20.0375,0.8125,0.966186,0.00680927,0.0330646,
20.0625,0.8125,0.965887,0.00677517,0.0324612,
20.0875,0.8125,0.965591,0.00674071,0.0318583,
20.1125,0.8125,0.965295,0.00670588,0.0312558,
20.1375,0.8125,0.965002,0.00667065,0.0306538,
20.1625,0.8125,0.96471,0.006635,0.0300523,
20.1875,0.8125,0.964419,0.0065989,0.0294513,
20.2125,0.8125,0.96413,0.00656234,0.0288508,
20.2375,0.8125,0.963842,0.00652528,0.0282507,
20.2625,0.8125,0.963556,0.0064877,0.0276512,
20.2875,0.8125,0.963271,0.00644958,0.0270521,
20.3125,0.8125,0.962988,0.00641088,0.0264535,
20.3375,0.8125,0.962706,0.00637157,0.0258554,
20.3625,0.8125,0.962426,0.00633162,0.0252578,
20.3875,0.8125,0.962148,0.006291,0.0246608,
20.4125,0.8125,0.961871,0.00624969,0.0240642,
20.4375,0.8125,0.961595,0.00620763,0.0234681,
20.4625,0.8125,0.961322,0.00616481,0.0228725,
20.4875,0.8125,0.961049,0.00612118,0.0222774,
20.5125,0.8125,0.960779,0.0060767,0.0216828,
20.5375,0.8125,0.96051,0.00603134,0.0210887,
20.5625,0.8125,0.960242,0.00598505,0.0204951,
20.5875,0.8125,0.959976,0.00593779,0.019902,
20.6125,0.8125,0.959712,0.00588953,0.0193094,
20.6375,0.8125,0.95945,0.0058402,0.0187172,
20.6625,0.8125,0.959189,0.00578978,0.0181256,
20.6875,0.8125,0.95893,0.00573821,0.0175344,
20.7125,0.8125,0.958672,0.00568544,0.0169437,
20.7375,0.8125,0.958417,0.00563142,0.0163535,
20.7625,0.8125,0.958163,0.0055761,0.0157638,
20.7875,0.8125,0.957911,0.00551943,0.0151745,
20.8125,0.8125,0.957661,0.00546134,0.0145856,
20.8375,0.8125,0.957412,0.00540179,0.0139972,
20.8625,0.8125,0.957166,0.0053407,0.0134092,
20.8875,0.8125,0.956922,0.00527804,0.0128216,
20.9125,0.8125,0.956679,0.00521372,0.0122344,
20.9375,0.8125,0.956439,0.00514769,0.0116476,
20.9625,0.8125,0.956201,0.00507988,0.0110612,
20.9875,0.8125,0.955965,0.00501022,0.010475,
21.0125,0.8125,0.955731,0.00493865,0.00988921,
21.0375,0.8125,0.9555,0.00486509,0.00930367,
21.0625,0.8125,0.95527,0.00478948,0.00871839,
21.0875,0.8125,0.955044,0.00471173,0.00813332,
21.1125,0.8125,0.954819,0.00463178,0.00754843,
21.1375,0.8125,0.954598,0.00454955,0.00696369,
21.1625,0.8125,0.954379,0.00446495,0.00637905,
21.1875,0.8125,0.954163,0.00437792,0.00579445,
21.2125,0.8125,0.953949,0.00428837,0.00520985,
21.2375,0.8125,0.953739,0.00419621,0.00462519,
21.2625,0.8125,0.953531,0.00410138,0.0040404,
21.2875,0.8125,0.953327,0.00400378,0.0034554,
21.3125,0.8125,0.953127,0.00390333,0.00287012,
21.3375,0.8125,0.952929,0.00379995,0.00228448,
21.3625,0.8125,0.952736,0.00369356,0.00169838,
21.3875,0.8125,0.952546,0.00358407,0.00111172,
21.4125,0.8125,0.95236,0.0034714,0.000524379,
21.4375,0.8125,0.952178,0.00335546,-6.37599e-05,
21.4625,0.8125,0.952001,0.00323619,-0.000652833,
21.4875,0.8125,0.951828,0.0031135,-0.00124299,
21.5125,0.8125,0.951661,0.00298731,-0.00183439,
21.5375,0.8125,0.951498,0.00285755,-0.0024272,
21.5625,0.8125,0.95134,0.00272415,-0.00302162,
21.5875,0.8125,0.951188,0.00258704,-0.00361786,
21.6125,0.8125,0.951042,0.00244617,-0.00421614,
21.6375,0.8125,0.950903,0.00230147,-0.00481671,
21.6625,0.8125,0.95077,0.0021529,-0.00541985,
21.6875,0.8125,0.950643,0.00200042,-0.00602583,
21.7125,0.8125,0.950525,0.00184399,-0.00663497,
21.7375,0.8125,0.950414,0.00168359,-0.00724763,
21.7625,0.8125,0.950311,0.00151921,-0.00786418,
21.7875,0.8125,0.950217,0.00135087,-0.00848501,
21.8125,0.8125,0.950133,0.00117862,-0.00911058,
21.8375,0.8125,0.950058,0.00100259,-0.00974136,
21.8625,0.8125,0.949994,0.000823109,-0.0103779,
21.8875,0.8125,0.949941,0.000640938,-0.0110207,
21.9125,0.8125,0.9499,0.00045798,-0.0116706,
21.9375,0.8125,0.949871,0.000279004,-0.0123282,
21.9625,0.8125,0.949855,0.000116109,-0.0129947,
21.9875,0.8125,0.94985,1.28279e-07,-0.0136717,
22,0.8125,0.94985,1.29708e-07,-0.0136717,
0,0.8375,0.975257,0,2.30723,
0.0125,0.8375,0.975307,-0.00402909,2.30723,
0.0375,0.8375,0.97551,-0.0120821,2.30694,
0.0625,0.8375,0.975915,-0.0201346,2.30665,
0.0875,0.8375,0.976523,-0.0281942,2.30634,
0.1125,0.8375,0.977336,-0.0362685,2.30599,
0.1375,0.8375,0.978355,-0.0443652,2.30561,
0.1625,0.8375,0.979581,-0.0524917,2.3052,
0.1875,0.8375,0.981019,-0.0606553,2.30476,
0.2125,0.8375,0.98267,-0.0688633,2.30427,
0.2375,0.8375,0.98454,-0.0771229,2.30373,
0.2625,0.8375,0.986631,-0.0854409,2.30313,
0.2875,0.8375,0.988949,-0.0938241,2.30247,
0.3125,0.8375,0.991499,-0.102279,2.30175,
0.3375,0.8375,0.994287,-0.110812,2.30094,
0.3625,0.8375,0.99732,-0.119428,2.30004,
0.3875,0.8375,1.00061,-0.128134,2.29905,
0.4125,0.8375,1.00415,-0.136935,2.29794,
0.4375,0.8375,1.00796,-0.145835,2.2967,
0.4625,0.8375,1.01205,-0.154838,2.29533,
0.4875,0.8375,1.01643,-0.163949,2.2938,
0.5125,0.8375,1.02111,-0.173171,2.2921,
0.5375,0.8375,1.02609,-0.182505,2.29021,
0.5625,0.8375,1.03139,-0.191955,2.28812,
0.5875,0.8375,1.03703,-0.20152,2.28579,
0.6125,0.8375,1.04302,-0.2112,2.28322,
0.6375,0.8375,1.04936,-0.220995,2.28038,
0.6625,0.8375,1.05608,-0.230902,2.27724,
0.6875,0.8375,1.06319,-0.240917,2.27378,
0.7125,0.8375,1.0707,-0.251036,2.26997,
0.7375,0.8375,1.07864,-0.261253,2.26579,
0.7625,0.8375,1.08702,-0.271559,2.26119,
0.7875,0.8375,1.09585,-0.281944,2.25616,
0.8125,0.8375,1.10516,-0.292396,2.25067,
0.8375,0.8375,1.11497,-0.302902,2.24467,
0.8625,0.8375,1.12528,-0.313445,2.23813,
0.8875,0.8375,1.13613,-0.324006,2.23102,
0.9125,0.8375,1.14752,-0.334564,2.22331,
0.9375,0.8375,1.15947,-0.345094,2.21496,
0.9625,0.8375,1.17201,-0.355569,2.20593,
0.9875,0.8375,1.18515,-0.36596,2.19619,
1.0125,0.8375,1.19889,-0.376231,2.18572,
1.0375,0.8375,1.21326,-0.386348,2.17447,
1.0625,0.8375,1.22826,-0.396269,2.16243,
1.0875,0.8375,1.2439,-0.405951,2.14957,
1.1125,0.8375,1.26018,-0.415349,2.13586,
1.1375,0.8375,1.2771,-0.424414,2.1213,
1.1625,0.8375,1.29466,-0.433093,2.10587,
1.1875,0.8375,1.31284,-0.441334,2.08957,
1.2125,0.8375,1.33164,-0.449081,2.07242,
1.2375,0.8375,1.35102,-0.456279,2.05441,
1.2625,0.8375,1.37096,-0.462871,2.03559,
1.2875,0.8375,1.39143,-0.468803,2.01597,
1.3125,0.8375,1.41237,-0.47402,1.99561,
1.3375,0.8375,1.43375,-0.478474,1.97456,
1.3625,0.8375,1.4555,-0.482117,1.95287,
1.3875,0.8375,1.47756,-0.484909,1.93063,
1.4125,0.8375,1.49987,-0.486816,1.90792,
1.4375,0.8375,1.52234,-0.487808,1.88482,
1.4625,0.8375,1.54491,-0.487868,1.86144,
1.4875,0.8375,1.5675,-0.486985,1.83786,
1.5125,0.8375,1.59001,-0.485156,1.8142,
1.5375,0.8375,1.61237,-0.482391,1.79056,
1.5625,0.8375,1.63451,-0.478705,1.76704,
1.5875,0.8375,1.65633,-0.474125,1.74375,
1.6125,0.8375,1.67777,-0.468685,1.72076,
1.6375,0.8375,1.69876,-0.462426,1.69819,
1.6625,0.8375,1.71924,-0.455396,1.67609,
1.6875,0.8375,1.73914,-0.447647,1.65456,
1.7125,0.8375,1.75841,-0.439236,1.63364,
1.7375,0.8375,1.77702,-0.430223,1.61339,
1.7625,0.8375,1.79492,-0.420669,1.59386,
1.7875,0.8375,1.81208,-0.410636,1.57508,
1.8125,0.8375,1.82848,-0.400184,1.55707,
1.8375,0.8375,1.84409,-0.389376,1.53984,
1.8625,0.8375,1.85891,-0.378269,1.5234,
1.8875,0.8375,1.87293,-0.36692,1.50776,
1.9125,0.8375,1.88614,-0.355382,1.4929,
1.9375,0.8375,1.89854,-0.343708,1.47881,
1.9625,0.8375,1.91014,-0.331944,1.46547,
1.9875,0.8375,1.92095,-0.320137,1.45287,
2.0125,0.8375,1.93099,-0.308328,1.44099,
2.0375,0.8375,1.94026,-0.296556,1.42978,
2.0625,0.8375,1.94879,-0.284858,1.41924,
2.0875,0.8375,1.95659,-0.273265,1.40932,
2.1125,0.8375,1.9637,-0.261808,1.40001,
2.1375,0.8375,1.97013,-0.250513,1.39126,
2.1625,0.8375,1.97592,-0.239407,1.38306,
2.1875,0.8375,1.98109,-0.228509,1.37537,
2.2125,0.8375,1.98567,-0.217841,1.36816,
2.2375,0.8375,1.98969,-0.207419,1.3614,
2.2625,0.8375,1.99317,-0.197259,1.35508,
2.2875,0.8375,1.99616,-0.187374,1.34915,
2.3125,0.8375,1.99868,-0.177775,1.3436,
2.3375,0.8375,2.00076,-0.168472,1.3384,
2.3625,0.8375,2.00243,-0.159473,1.33352,
2.3875,0.8375,2.00371,-0.150786,1.32895,
2.4125,0.8375,2.00465,-0.142416,1.32465,
2.4375,0.8375,2.00525,-0.134366,1.32061,
2.4625,0.8375,2.00556,-0.126641,1.3168,
2.4875,0.8375,2.0056,-0.119242,1.3132,
2.5125,0.8375,2.00539,-0.112171,1.30979,
2.5375,0.8375,2.00496,-0.105428,1.30654,
2.5625,0.8375,2.00434,-0.0990114,1.30344,
2.5875,0.8375,2.00354,-0.0929202,1.30046,
2.6125,0.8375,2.00258,-0.087152,1.29757,
2.6375,0.8375,2.0015,-0.0817035,1.29477,
2.6625,0.8375,2.00031,-0.0765704,1.29202,
2.6875,0.8375,1.99903,-0.0717478,1.28931,
2.7125,0.8375,1.99769,-0.0672299,1.2866,
2.7375,0.8375,1.9963,-0.0630101,1.28388,
2.7625,0.8375,1.99487,-0.059081,1.28113,
2.7875,0.8375,1.99343,-0.0554341,1.27833,
2.8125,0.8375,1.992,-0.0520603,1.27545,
2.8375,0.8375,1.99058,-0.0489496,1.27246,
2.8625,0.8375,1.9892,-0.0460911,1.26936,
2.8875,0.8375,1.98788,-0.0434729,1.26612,
2.9125,0.8375,1.98661,-0.0410823,1.26271,
2.9375,0.8375,1.98542,-0.0389059,1.25913,
2.9625,0.8375,1.98432,-0.0369292,1.25534,
2.9875,0.8375,1.98332,-0.0351372,1.25134,
3.0125,0.8375,1.98243,-0.0335138,1.24712,
3.0375,0.8375,1.98166,-0.0320423,1.24265,
3.0625,0.8375,1.98101,-0.0307056,1.23792,
3.0875,0.8375,1.9805,-0.0294857,1.23293,
3.1125,0.8375,1.98012,-0.0283644,1.22767,
3.1375,0.8375,1.97988,-0.027323,1.22213,
3.1625,0.8375,1.97979,-0.0263426,1.21631,
3.1875,0.8375,1.97984,-0.0254043,1.21021,
3.2125,0.8375,1.98004,-0.0244893,1.20384,
3.2375,0.8375,1.98037,-0.0235788,1.19721,
3.2625,0.8375,1.98085,-0.0226546,1.19031,
3.2875,0.8375,1.98145,-0.0216989,1.18316,
3.3125,0.8375,1.98219,-0.0206946,1.17578,
3.3375,0.8375,1.98304,-0.0196255,1.16819,
3.3625,0.8375,1.984,-0.0184764,1.1604,
3.3875,0.8375,1.98506,-0.017233,1.15244,
3.4125,0.8375,1.9862,-0.0158827,1.14434,
3.4375,0.8375,1.98742,-0.0144138,1.13611,
3.4625,0.8375,1.9887,-0.0128163,1.1278,
3.4875,0.8375,1.99003,-0.0110818,1.11942,
3.5125,0.8375,1.99139,-0.00920337,1.11102,
3.5375,0.8375,1.99277,-0.0071757,1.10262,
3.5625,0.8375,1.99415,-0.0049952,1.09426,
3.5875,0.8375,1.99552,-0.00265993,1.08598,
3.6125,0.8375,1.99686,-0.000169565,1.0778,
3.6375,0.8375,1.99815,0.00247462,1.06976,
3.6625,0.8375,1.99939,0.00526981,1.06189,
3.6875,0.8375,2.00055,0.00821174,1.05423,
3.7125,0.8375,2.00162,0.0112947,1.04681,
3.7375,0.8375,2.00258,0.0145118,1.03965,
3.7625,0.8375,2.00343,0.0178548,1.0328,
3.7875,0.8375,2.00415,0.0213144,1.02627,
3.8125,0.8375,2.00473,0.0248804,1.0201,
3.8375,0.8375,2.00515,0.0285415,1.0143,
3.8625,0.8375,2.00541,0.0322858,1.00891,
3.8875,0.8375,2.00549,0.0361006,1.00395,
3.9125,0.8375,2.00538,0.0399725,0.999426,
3.9375,0.8375,2.00508,0.0438877,0.995372,
3.9625,0.8375,2.00458,0.0478317,0.991802,
3.9875,0.8375,2.00386,0.0517898,0.988732,
4.0125,0.8375,2.00293,0.0557467,0.986179,
4.0375,0.8375,2.00176,0.059687,0.984156,
4.0625,0.8375,2.00036,0.0635947,0.982677,
4.0875,0.8375,1.99872,0.0674536,0.981755,
4.1125,0.8375,1.99683,0.0712473,0.9814,
4.1375,0.8375,1.99468,0.0749587,0.981625,
4.1625,0.8375,1.99228,0.0785708,0.982439,
4.1875,0.8375,1.9896,0.0820659,0.983852,
4.2125,0.8375,1.98665,0.085426,0.985873,
4.2375,0.8375,1.98343,0.0886325,0.98851,
4.2625,0.8375,1.97991,0.0916666,0.991771,
4.2875,0.8375,1.97611,0.0945084,0.995665,
4.3125,0.8375,1.97201,0.097138,1.0002,
4.3375,0.8375,1.9676,0.0995343,1.00538,
4.3625,0.8375,1.96289,0.101676,1.0112,
4.3875,0.8375,1.95787,0.103539,1.01769,
4.4125,0.8375,1.95252,0.105102,1.02484,
4.4375,0.8375,1.94685,0.10634,1.03265,
4.4625,0.8375,1.94086,0.107226,1.04112,
4.4875,0.8375,1.93453,0.107735,1.05027,
4.5125,0.8375,1.92786,0.107837,1.06008,
4.5375,0.8375,1.92085,0.107505,1.07055,
4.5625,0.8375,1.9135,0.106707,1.08169,
4.5875,0.8375,1.90581,0.10541,1.09348,
4.6125,0.8375,1.89777,0.10358,1.10592,
4.6375,0.8375,1.88939,0.101181,1.11898,
4.6625,0.8375,1.88066,0.098176,1.13266,
4.6875,0.8375,1.87159,0.0945234,1.14693,
4.7125,0.8375,1.86219,0.090181,1.16177,
4.7375,0.8375,1.85246,0.0851036,1.17715,
4.7625,0.8375,1.84241,0.0792432,1.19302,
4.7875,0.8375,1.83205,0.0725489,1.20933,
4.8125,0.8375,1.82141,0.0649663,1.22604,
4.8375,0.8375,1.8105,0.0564374,1.24308,
4.8625,0.8375,1.79934,0.0469003,1.26036,
4.8875,0.8375,1.78796,0.0362887,1.27778,
4.9125,0.8375,1.77642,0.0245313,1.29524,
